filename,time,status,numcalls
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_4096_x_001_Ascii.csv,0.001126887536623845,OK,4437
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_524288_x_001_Ascii.csv,0.11160000165303548,OK,45
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_65536_x_001_Ascii.csv,0.014204545454545454,OK,352
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_8192_x_001_Ascii.csv,0.0022231110466851126,OK,2250
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_4096_1024_x_008_Ascii.csv,0.05067999839782715,OK,100
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_4_1024_x_008_Ascii.csv,0.002742965371061713,OK,1848
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_512_1024_x_008_Ascii.csv,0.010026052146254178,OK,499
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_64_1024_x_008_Ascii.csv,0.00258634945969054,OK,1934
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_8192_1024_x_008_Ascii.csv,0.09815686356787588,OK,51
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_8_1024_x_008_Ascii.csv,0.0017979144192736426,OK,2781
